word,phonetic,part_of_speech,meaning,difficulty,category
frugal,/ˈfruːɡl/,adj.,节俭的；朴素的,medium,KAOYAN
galaxy,/ˈɡæləksi/,n.,星系；银河,medium,KAOYAN
garment,/ˈɡɑːmənt/,n.,衣服；服装,medium,KAOYAN
glamour,/ˈɡlæmər/,n.,魅力；诱惑力,medium,KAOYAN
glean,/ɡliːn/,v.,收集；搜集,medium,KAOYAN
grace,/ɡreɪs/,n.,优雅；恩惠；v. 使增光,medium,KAOYAN
grandeur,/ˈɡrændʒər/,n.,宏伟；壮观,medium,KAOYAN
gratitude,/ˈɡrætɪtjuːd/,n.,感激；感谢,medium,KAOYAN
gregarious,/ɡrɪˈɡeəriəs/,adj.,爱交际的；群居的,medium,KAOYAN
grotesque,/ɡrəʊˈtesk/,adj.,怪诞的；奇形怪状的,medium,KAOYAN
grueling,/ˈɡruːəlɪŋ/,adj.,累人的；折磨人的,medium,KAOYAN
guerrilla,/ɡəˈrɪlə/,n.,游击队员,medium,KAOYAN
hazard,/ˈhæzəd/,n.,危险；危害；v. 冒险,medium,KAOYAN
hegemony,/hɪˈdʒeməni/,n.,霸权；支配权,medium,KAOYAN
herald,/ˈherəld/,v.,预示；宣布；n. 先驱,medium,KAOYAN
hindrance,/ˈhɪndrəns/,n.,妨碍；障碍,medium,KAOYAN
holocaust,/ˈhɒləkɔːst/,n.,大屠杀；浩劫,medium,KAOYAN
hostility,/hɒˈstɪləti/,n.,敌意；敌对,medium,KAOYAN
humane,/hjuːˈmeɪn/,adj.,人道的；仁慈的,medium,KAOYAN
hurl,/hɜːl/,v.,猛掷；大声说出,medium,KAOYAN
hypothesis,/haɪˈpɒθəsɪs/,n.,假说；假设,medium,KAOYAN
identical,/aɪˈdentɪkl/,adj.,完全相同的；同一的,medium,KAOYAN
idle,/ˈaɪdl/,adj.,空闲的；懒散的；v. 虚度,medium,KAOYAN
impeach,/ɪmˈpiːtʃ/,v.,弹劾；指控,medium,KAOYAN
impose,/ɪmˈpəʊz/,v.,强加；征税；利用,medium,KAOYAN
incite,/ɪnˈsaɪt/,v.,煽动；激励,medium,KAOYAN
indict,/ɪnˈdaɪt/,v.,起诉；控告,medium,KAOYAN
innate,/ɪˈneɪt/,adj.,天生的；固有的,medium,KAOYAN
inquisitive,/ɪnˈkwɪzətɪv/,adj.,好问的；好奇的,medium,KAOYAN
insistent,/ɪnˈsɪstənt/,adj.,坚持的；急切的,medium,KAOYAN
intent,/ɪnˈtent/,n.,意图；adj. 专心的,medium,KAOYAN
intercourse,/ˈɪntəkɔːs/,n.,交往；交流,medium,KAOYAN
interim,/ˈɪntərɪm/,adj.,临时的；n. 间歇,medium,KAOYAN
invariable,/ɪnˈveəriəbl/,adj.,不变的；恒定的,medium,KAOYAN
invert,/ɪnˈvɜːt/,v.,使颠倒；反转,medium,KAOYAN
irrational,/ɪˈræʃənl/,adj.,不理性的；荒谬的,medium,KAOYAN
juvenile,/ˈdʒuːvənaɪl/,adj.,青少年的；n. 青少年,medium,KAOYAN
kindle,/ˈkɪndl/,v.,点燃；激起,medium,KAOYAN
lament,/ləˈment/,v.,哀悼；痛惜；n. 挽歌,medium,KAOYAN
legacy,/ˈleɡəsi/,n.,遗产；遗留物,medium,KAOYAN
liberate,/ˈlɪbəreɪt/,v.,解放；释放,medium,KAOYAN
longevity,/lɒnˈdʒevəti/,n.,长寿；持久,medium,KAOYAN
lucrative,/ˈluːkrətɪv/,adj.,利润丰厚的；赚钱的,medium,KAOYAN
lure,/lʊər/,n.,诱惑；v. 引诱,medium,KAOYAN
lust,/lʌst/,n.,欲望；渴望,medium,KAOYAN
magnitude,/ˈmæɡnɪtjuːd/,n.,巨大；重要性；震级,medium,KAOYAN
mandate,/ˈmændeɪt/,n.,授权；命令；v. 强制,medium,KAOYAN
maneuver,/məˈnuːvər/,n.,策略；演习；v. 操纵,medium,KAOYAN
marital,/ˈmærɪtl/,adj.,婚姻的；夫妻的,medium,KAOYAN
mastery,/ˈmɑːstəri/,n.,精通；掌握,medium,KAOYAN
maxim,/ˈmæksɪm/,n.,格言；箴言,medium,KAOYAN
meditate,/ˈmedɪteɪt/,v.,冥想；沉思,medium,KAOYAN
melancholy,/ˈmelənkəli/,n.,忧郁；adj. 忧郁的,medium,KAOYAN
metaphor,/ˈmetəfər/,n.,隐喻；比喻,medium,KAOYAN
nail,/neɪl/,n.,指甲；钉子；v. 钉住,medium,KAOYAN
neglect,/nɪˈɡlekt/,v.,忽视；疏忽；n. 疏忽,medium,KAOYAN
nominal,/ˈnɒmɪnl/,adj.,名义上的；微不足道的,medium,KAOYAN
notion,/ˈnəʊʃn/,n.,概念；观念；想法,medium,KAOYAN
nurture,/ˈnɜːtʃər/,v.,养育；培养；n. 教养,medium,KAOYAN
obedience,/əˈbiːdiəns/,n.,服从；顺从,medium,KAOYAN
obstinate,/ˈɒbstɪnət/,adj.,固执的；倔强的,medium,KAOYAN
abandon,/əˈbændən/,v.,放弃；抛弃,hard,IELTS
academic,/ˌækəˈdemɪk/,adj.,学术的；学院的,hard,IELTS
accommodation,/əˌkɒməˈdeɪʃn/,n.,住宿；调节；和解,hard,IELTS
adaptation,/ˌædæpˈteɪʃn/,n.,适应；改编,hard,IELTS
adequate,/ˈædɪkwət/,adj.,足够的；适当的,hard,IELTS
administration,/ədˌmɪnɪˈstreɪʃn/,n.,管理；行政,hard,IELTS
agenda,/əˈdʒendə/,n.,议程；日程,hard,IELTS
agriculture,/ˈæɡrɪkʌltʃər/,n.,农业,hard,IELTS
ambition,/æmˈbɪʃn/,n.,雄心；抱负,hard,IELTS
analyze,/ˈænəlaɪz/,v.,分析,hard,IELTS
ancient,/ˈeɪnʃənt/,adj.,古代的；古老的,hard,IELTS
anthropology,/ˌænθrəˈpɒlədʒi/,n.,人类学,hard,IELTS
apparent,/əˈpærənt/,adj.,显然的；表面上的,hard,IELTS
archaeology,/ˌɑːkiˈɒlədʒi/,n.,考古学,hard,IELTS
architecture,/ˈɑːkɪtektʃər/,n.,建筑学；建筑设计,hard,IELTS
artificial,/ˌɑːtɪˈfɪʃl/,adj.,人工的；人造的,hard,IELTS
assessment,/əˈsesmənt/,n.,评估；评价,hard,IELTS
atmosphere,/ˈætməsfɪər/,n.,大气；气氛,hard,IELTS
attitude,/ˈætɪtjuːd/,n.,态度；看法,hard,IELTS
available,/əˈveɪləbl/,adj.,可获得的；有空的,hard,IELTS
awareness,/əˈweənəs/,n.,意识；认识,hard,IELTS
behavior,/bɪˈheɪvjər/,n.,行为；举止,hard,IELTS
beneficial,/ˌbenɪˈfɪʃl/,adj.,有益的；有利的,hard,IELTS
biodiversity,/ˌbaɪəʊdaɪˈvɜːsəti/,n.,生物多样性,hard,IELTS
capacity,/kəˈpæsəti/,n.,容量；能力；身份,hard,IELTS
circumstance,/ˈsɜːkəmstəns/,n.,环境；情况,hard,IELTS
climate,/ˈklaɪmət/,n.,气候,hard,IELTS
cognitive,/ˈkɒɡnətɪv/,adj.,认知的,hard,IELTS
community,/kəˈmjuːnəti/,n.,社区；团体,hard,IELTS
consequence,/ˈkɒnsɪkwəns/,n.,后果；结果,hard,IELTS
conservation,/ˌkɒnsəˈveɪʃn/,n.,保护；保存,hard,IELTS
contemporary,/kənˈtemprəri/,adj.,当代的；同时代的,hard,IELTS
contribution,/ˌkɒntrɪˈbjuːʃn/,n.,贡献；捐款,hard,IELTS
convenience,/kənˈviːniəns/,n.,便利；方便,hard,IELTS
criterion,/kraɪˈtɪəriən/,n.,标准；准则,hard,IELTS
debate,/dɪˈbeɪt/,n.,辩论；争论,hard,IELTS
decade,/ˈdekeɪd/,n.,十年,hard,IELTS
demographic,/ˌdeməˈɡræfɪk/,adj.,人口统计的；n. 人群,hard,IELTS
density,/ˈdensəti/,n.,密度；稠密,hard,IELTS
destruction,/dɪˈstrʌkʃn/,n.,破坏；毁灭,hard,IELTS
development,/dɪˈveləpmənt/,n.,发展；开发,hard,IELTS
diversity,/daɪˈvɜːsəti/,n.,多样性,hard,IELTS
domestic,/dəˈmestɪk/,adj.,国内的；家庭的,hard,IELTS
ecology,/iˈkɒlədʒi/,n.,生态学；生态,hard,IELTS
efficient,/ɪˈfɪʃnt/,adj.,高效的；效率高的,hard,IELTS
emission,/ɪˈmɪʃn/,n.,排放；散发,hard,IELTS
employment,/ɪmˈplɔɪmənt/,n.,就业；雇用,hard,IELTS
encounter,/ɪnˈkaʊntər/,v.,遭遇；遇到；n. 相遇,hard,IELTS
endangered,/ɪnˈdeɪndʒəd/,adj.,濒危的,hard,IELTS
environmental,/ɪnˌvaɪrənˈmentl/,adj.,环境的,hard,IELTS
equilibrium,/ˌiːkwɪˈlɪbriəm/,n.,平衡；均衡,hard,IELTS
essential,/ɪˈsenʃl/,adj.,必不可少的；本质的,hard,IELTS
estimate,/ˈestɪmeɪt/,v.,估计；n. 估计,hard,IELTS
evidence,/ˈevɪdəns/,n.,证据；迹象,hard,IELTS
evolution,/ˌiːvəˈluːʃn/,n.,进化；演变,hard,IELTS
expenditure,/ɪkˈspendɪtʃər/,n.,支出；花费,hard,IELTS
expertise,/ˌekspɜːˈtiːz/,n.,专业知识；专门技能,hard,IELTS
exploitation,/ˌeksplɔɪˈteɪʃn/,n.,开发；剥削；利用,hard,IELTS
facility,/fəˈsɪləti/,n.,设施；设备；便利,hard,IELTS
famine,/ˈfæmɪn/,n.,饥荒,hard,IELTS
fertility,/fəˈtɪləti/,n.,肥沃；生育力,hard,IELTS
flexibility,/ˌfleksəˈbɪləti/,n.,灵活性；柔韧性,hard,IELTS
foundation,/faʊnˈdeɪʃn/,n.,基础；基金会；建立,hard,IELTS
fossil,/ˈfɒsl/,n.,化石；顽固不化的人,hard,IELTS
framework,/ˈfreɪmwɜːk/,n.,框架；结构,hard,IELTS
genetic,/dʒəˈnetɪk/,adj.,基因的；遗传的,hard,IELTS
geography,/dʒiˈɒɡrəfi/,n.,地理；地理学,hard,IELTS
globalization,/ˌɡləʊbəlaɪˈzeɪʃn/,n.,全球化,hard,IELTS
habitat,/ˈhæbɪtæt/,n.,栖息地,hard,IELTS
heritage,/ˈherɪtɪdʒ/,n.,遗产；传统,hard,IELTS
hierarchy,/ˈhaɪərɑːki/,n.,等级制度；层级,hard,IELTS
humanity,/hjuːˈmænəti/,n.,人类；人道；人文学科,hard,IELTS
hypothesis,/haɪˈpɒθəsɪs/,n.,假说；假设,hard,IELTS
identity,/aɪˈdentəti/,n.,身份；同一性,hard,IELTS
immigration,/ˌɪmɪˈɡreɪʃn/,n.,移民；移居,hard,IELTS
impact,/ˈɪmpækt/,n.,影响；冲击；v. 影响,hard,IELTS
implementation,/ˌɪmplɪmenˈteɪʃn/,n.,实施；执行,hard,IELTS
incentive,/ɪnˈsentɪv/,n.,激励；刺激,hard,IELTS
industrialization,/ɪnˌdʌstriəlaɪˈzeɪʃn/,n.,工业化,hard,IELTS
infrastructure,/ˈɪnfrəstrʌktʃər/,n.,基础设施,hard,IELTS
innovation,/ˌɪnəˈveɪʃn/,n.,创新；革新,hard,IELTS
institution,/ˌɪnstɪˈtjuːʃn/,n.,机构；制度；惯例,hard,IELTS
integration,/ˌɪntɪˈɡreɪʃn/,n.,整合；一体化,hard,IELTS
interaction,/ˌɪntərˈækʃn/,n.,互动；相互作用,hard,IELTS
international,/ˌɪntəˈnæʃnəl/,adj.,国际的,hard,IELTS
investment,/ɪnˈvestmənt/,n.,投资；投入,hard,IELTS
irrigation,/ˌɪrɪˈɡeɪʃn/,n.,灌溉,hard,IELTS
landscape,/ˈlændskeɪp/,n.,风景；景观,hard,IELTS
legislation,/ˌledʒɪsˈleɪʃn/,n.,立法；法规,hard,IELTS
literacy,/ˈlɪtərəsi/,n.,读写能力；素养,hard,IELTS
livelihood,/ˈlaɪvlihʊd/,n.,生计；谋生,hard,IELTS
maintenance,/ˈmeɪntənəns/,n.,维护；保养,hard,IELTS
management,/ˈmænɪdʒmənt/,n.,管理；经营,hard,IELTS
manufacturing,/ˌmænjuˈfæktʃərɪŋ/,n.,制造业,hard,IELTS
marine,/məˈriːn/,adj.,海洋的；n. 海军陆战队士兵,hard,IELTS
measurement,/ˈmeʒəmənt/,n.,测量；度量,hard,IELTS
migration,/maɪˈɡreɪʃn/,n.,迁移；移居,hard,IELTS
mineral,/ˈmɪnərəl/,n.,矿物；adj. 矿物的,hard,IELTS
mobility,/məʊˈbɪləti/,n.,流动性；移动性,hard,IELTS
modification,/ˌmɒdɪfɪˈkeɪʃn/,n.,修改；改良,hard,IELTS
monitoring,/ˈmɒnɪtərɪŋ/,n.,监控；监测,hard,IELTS
mortality,/mɔːˈtæləti/,n.,死亡率；必死性,hard,IELTS
motivation,/ˌməʊtɪˈveɪʃn/,n.,动机；动力,hard,IELTS
negotiation,/nɪˌɡəʊʃiˈeɪʃn/,n.,谈判；协商,hard,IELTS
nutrition,/njuˈtrɪʃn/,n.,营养；营养学,hard,IELTS
occupation,/ˌɒkjuˈpeɪʃn/,n.,职业；占领；占用,hard,IELTS
organism,/ˈɔːɡənɪzəm/,n.,生物；有机体,hard,IELTS
orientation,/ˌɔːriənˈteɪʃn/,n.,方向；定向；适应,hard,IELTS
participation,/pɑːˌtɪsɪˈpeɪʃn/,n.,参与；参加,hard,IELTS
perception,/pəˈsepʃn/,n.,感知；看法；洞察力,hard,IELTS
phenomenon,/fəˈnɒmɪnən/,n.,现象,hard,IELTS
philosophy,/fəˈlɒsəfi/,n.,哲学；人生观,hard,IELTS
physiology,/ˌfɪziˈɒlədʒi/,n.,生理学,hard,IELTS
pollution,/pəˈluːʃn/,n.,污染,hard,IELTS
population,/ˌpɒpjuˈleɪʃn/,n.,人口；种群,hard,IELTS
prediction,/prɪˈdɪkʃn/,n.,预测；预言,hard,IELTS
prevalence,/ˈprevələns/,n.,流行；普遍,hard,IELTS
productivity,/ˌprɒdʌkˈtɪvəti/,n.,生产力；生产率,hard,IELTS
psychology,/saɪˈkɒlədʒi/,n.,心理学；心理,hard,IELTS
recreation,/ˌrekriˈeɪʃn/,n.,娱乐；消遣,hard,IELTS
reduction,/rɪˈdʌkʃn/,n.,减少；降低,hard,IELTS
regulation,/ˌreɡjuˈleɪʃn/,n.,规则；管理；调节,hard,IELTS
rehabilitation,/ˌriːəˌbɪlɪˈteɪʃn/,n.,康复；修复；改造,hard,IELTS
relevant,/ˈreləvənt/,adj.,相关的；切题的,hard,IELTS
reliability,/rɪˌlaɪəˈbɪləti/,n.,可靠性,hard,IELTS
renewable,/rɪˈnjuːəbl/,adj.,可再生的,hard,IELTS
research,/rɪˈsɜːtʃ/,n.,研究；调查；v. 研究,hard,IELTS
resilience,/rɪˈzɪliəns/,n.,韧性；恢复力,hard,IELTS
resource,/rɪˈsɔːs/,n.,资源；财力,hard,IELTS
restriction,/rɪˈstrɪkʃn/,n.,限制；约束,hard,IELTS
sedentary,/ˈsedntri/,adj.,久坐的；定居的,hard,IELTS
significant,/sɪɡˈnɪfɪkənt/,adj.,重要的；显著的,hard,IELTS
simulation,/ˌsɪmjuˈleɪʃn/,n.,模拟；仿真,hard,IELTS
species,/ˈspiːʃiːz/,n.,物种；种类,hard,IELTS
stability,/stəˈbɪləti/,n.,稳定；稳固,hard,IELTS
statistics,/stəˈtɪstɪks/,n.,统计数据；统计学,hard,IELTS
stimulus,/ˈstɪmjələs/,n.,刺激物；促进因素,hard,IELTS
strategy,/ˈstrætədʒi/,n.,策略；战略,hard,IELTS
subsistence,/səbˈsɪstəns/,n.,生存；生计,hard,IELTS
sustainability,/səˌsteɪnəˈbɪləti/,n.,可持续性,hard,IELTS
technology,/tekˈnɒlədʒi/,n.,技术；科技,hard,IELTS
urbanization,/ˌɜːbənaɪˈzeɪʃn/,n.,城市化,hard,IELTS
urban,/ˈɜːbən/,adj.,城市的；都市的,hard,IELTS
variation,/ˌveəriˈeɪʃn/,n.,变化；变异,hard,IELTS
vegetation,/ˌvedʒəˈteɪʃn/,n.,植被；植物,hard,IELTS
volunteer,/ˌvɒlənˈtɪər/,n.,志愿者；v. 自愿,hard,IELTS
welfare,/ˈwelfeər/,n.,福利；幸福,hard,IELTS
abundant,/əˈbʌndənt/,adj.,丰富的；充裕的,hard,TOEFL
accelerate,/əkˈseləreɪt/,v.,加速；促进,hard,TOEFL
accumulate,/əˈkjuːmjəleɪt/,v.,积累；积聚,hard,TOEFL
acknowledge,/əkˈnɒlɪdʒ/,v.,承认；致谢,hard,TOEFL
adapt,/əˈdæpt/,v.,适应；改编,hard,TOEFL
adversity,/ədˈvɜːsəti/,n.,逆境；不幸,hard,TOEFL
aesthetic,/iːsˈθetɪk/,adj.,美学的；审美的,hard,TOEFL
aggravate,/ˈæɡrəveɪt/,v.,加重；恶化；激怒,hard,TOEFL
alleviate,/əˈliːvieɪt/,v.,减轻；缓解,hard,TOEFL
ambiguous,/æmˈbɪɡjuəs/,adj.,模棱两可的；含糊的,hard,TOEFL
analogy,/əˈnælədʒi/,n.,类比；相似,hard,TOEFL
anomaly,/əˈnɒməli/,n.,异常；反常事物,hard,TOEFL
anthropology,/ˌænθrəˈpɒlədʒi/,n.,人类学,hard,TOEFL
arbitrary,/ˈɑːbɪtrəri/,adj.,任意的；武断的,hard,TOEFL
archaeology,/ˌɑːkiˈɒlədʒi/,n.,考古学,hard,TOEFL
assess,/əˈses/,v.,评估；估价,hard,TOEFL
attribute,/əˈtrɪbjuːt/,v.,归因于；n. 属性,hard,TOEFL
authentic,/ɔːˈθentɪk/,adj.,真实的；可靠的,hard,TOEFL
autonomy,/ɔːˈtɒnəmi/,n.,自治；自主权,hard,TOEFL
benevolent,/bəˈnevələnt/,adj.,仁慈的；慈善的,hard,TOEFL
bias,/ˈbaɪəs/,n.,偏见；v. 使有偏见,hard,TOEFL
catalyst,/ˈkætəlɪst/,n.,催化剂；促进因素,hard,TOEFL
chronological,/ˌkrɒnəˈlɒdʒɪkl/,adj.,按时间顺序的,hard,TOEFL
coherent,/kəʊˈhɪərənt/,adj.,连贯的；一致的,hard,TOEFL
coincide,/ˌkəʊɪnˈsaɪd/,v.,同时发生；一致,hard,TOEFL
compensate,/ˈkɒmpenseɪt/,v.,补偿；赔偿,hard,TOEFL
comprehensive,/ˌkɒmprɪˈhensɪv/,adj.,全面的；综合的,hard,TOEFL
concede,/kənˈsiːd/,v.,承认；让步,hard,TOEFL
condense,/kənˈdens/,v.,压缩；凝结,hard,TOEFL
contemplate,/ˈkɒntəmpleɪt/,v.,沉思；考虑,hard,TOEFL
controversial,/ˌkɒntrəˈvɜːʃl/,adj.,有争议的,hard,TOEFL
conventional,/kənˈvenʃənl/,adj.,传统的；常规的,hard,TOEFL
criterion,/kraɪˈtɪəriən/,n.,标准；准则,hard,TOEFL
deduce,/dɪˈdjuːs/,v.,推断；演绎,hard,TOEFL
deficiency,/dɪˈfɪʃnsi/,n.,缺乏；不足；缺陷,hard,TOEFL
deliberate,/dɪˈlɪbərət/,adj.,故意的；深思熟虑的,hard,TOEFL
demonstrate,/ˈdemənstreɪt/,v.,证明；演示；示威,hard,TOEFL
deplete,/dɪˈpliːt/,v.,耗尽；使枯竭,hard,TOEFL
derive,/dɪˈraɪv/,v.,源于；获得,hard,TOEFL
diminish,/dɪˈmɪnɪʃ/,v.,减少；减弱；贬低,hard,TOEFL
discern,/dɪˈsɜːn/,v.,辨别；察觉,hard,TOEFL
disperse,/dɪˈspɜːs/,v.,驱散；散开,hard,TOEFL
dispute,/dɪˈspjuːt/,n.,争论；纠纷；v. 争论,hard,TOEFL
distinct,/dɪˈstɪŋkt/,adj.,明显的；不同的,hard,TOEFL
distort,/dɪˈstɔːt/,v.,扭曲；歪曲,hard,TOEFL
diverse,/daɪˈvɜːs/,adj.,多样的；不同的,hard,TOEFL
doctrine,/ˈdɒktrɪn/,n.,教义；学说；原则,hard,TOEFL
dominant,/ˈdɒmɪnənt/,adj.,占优势的；主导的,hard,TOEFL
elaborate,/ɪˈlæbərət/,adj.,精心制作的；v. 详细说明,hard,TOEFL
empirical,/ɪmˈpɪrɪkl/,adj.,经验主义的；实证的,hard,TOEFL
enhance,/ɪnˈhɑːns/,v.,提高；增强,hard,TOEFL
era,/ˈɪərə/,n.,时代；纪元,hard,TOEFL
erode,/ɪˈrəʊd/,v.,侵蚀；腐蚀；削弱,hard,TOEFL
evident,/ˈevɪdənt/,adj.,明显的,hard,TOEFL
explicit,/ɪkˈsplɪsɪt/,adj.,明确的；直言的,hard,TOEFL
exploit,/ɪkˈsplɔɪt/,v.,开发；利用；剥削,hard,TOEFL
facilitate,/fəˈsɪlɪteɪt/,v.,促进；使便利,hard,TOEFL
feasible,/ˈfiːzəbl/,adj.,可行的；行得通的,hard,TOEFL
fluctuate,/ˈflʌktʃueɪt/,v.,波动；起伏,hard,TOEFL
formulate,/ˈfɔːmjuleɪt/,v.,制定；阐述,hard,TOEFL
fossil,/ˈfɒsl/,n.,化石；顽固不化的人,hard,TOEFL
fragment,/ˈfræɡmənt/,n.,碎片；片段,hard,TOEFL
fundamental,/ˌfʌndəˈmentl/,adj.,基本的；根本的,hard,TOEFL
generate,/ˈdʒenəreɪt/,v.,产生；发电,hard,TOEFL
hypothesis,/haɪˈpɒθəsɪs/,n.,假说；假设,hard,TOEFL
identify,/aɪˈdentɪfaɪ/,v.,识别；确认,hard,TOEFL
illustrate,/ˈɪləstreɪt/,v.,说明；举例说明；加插图,hard,TOEFL
immense,/ɪˈmens/,adj.,巨大的；广大的,hard,TOEFL
implication,/ˌɪmplɪˈkeɪʃn/,n.,含义；影响；牵连,hard,TOEFL
imply,/ɪmˈplaɪ/,v.,暗示；意味着,hard,TOEFL
incentive,/ɪnˈsentɪv/,n.,激励；刺激,hard,TOEFL
indigenous,/ɪnˈdɪdʒənəs/,adj.,本地的；土生土长的,hard,TOEFL
inevitable,/ɪnˈevɪtəbl/,adj.,不可避免的,hard,TOEFL
infer,/ɪnˈfɜːr/,v.,推断；推论,hard,TOEFL
inherent,/ɪnˈhɪərənt/,adj.,固有的；内在的,hard,TOEFL
integral,/ˈɪntɪɡrəl/,adj.,不可或缺的；完整的,hard,TOEFL
integrate,/ˈɪntɪɡreɪt/,v.,整合；融入,hard,TOEFL
intensive,/ɪnˈtensɪv/,adj.,密集的；加强的,hard,TOEFL
intervene,/ˌɪntəˈviːn/,v.,干预；介入,hard,TOEFL
intricate,/ˈɪntrɪkət/,adj.,错综复杂的,hard,TOEFL
legitimate,/lɪˈdʒɪtɪmət/,adj.,合法的；正当的,hard,TOEFL
manifest,/ˈmænɪfest/,adj.,明显的；v. 显示；证明,hard,TOEFL
metabolism,/məˈtæbəlɪzəm/,n.,新陈代谢,hard,TOEFL
methodology,/ˌmeθəˈdɒlədʒi/,n.,方法论；方法,hard,TOEFL
migrate,/maɪˈɡreɪt/,v.,迁移；移居,hard,TOEFL
moderate,/ˈmɒdərət/,adj.,适度的；温和的,hard,TOEFL
notion,/ˈnəʊʃn/,n.,概念；观念；想法,hard,TOEFL
novel,/ˈnɒvl/,n.,小说；adj. 新颖的,hard,TOEFL
nurture,/ˈnɜːtʃər/,v.,养育；培养；n. 教养,hard,TOEFL
obscure,/əbˈskjʊər/,adj.,模糊的；晦涩的；v. 掩盖,hard,TOEFL
occurrence,/əˈkʌrəns/,n.,发生；出现的事件,hard,TOEFL
optimal,/ˈɒptɪml/,adj.,最佳的；最优的,hard,TOEFL
paradigm,/ˈpærədaɪm/,n.,范式；范例,hard,TOEFL
perceive,/pəˈsiːv/,v.,感知；察觉；理解,hard,TOEFL
perspective,/pəˈspektɪv/,n.,观点；透视；视角,hard,TOEFL
phenomenon,/fəˈnɒmɪnən/,n.,现象,hard,TOEFL
precede,/prɪˈsiːd/,v.,先于；在……之前,hard,TOEFL
predominant,/prɪˈdɒmɪnənt/,adj.,占主导地位的；主要的,hard,TOEFL
presume,/prɪˈzjuːm/,v.,假定；推测,hard,TOEFL
prevail,/prɪˈveɪl/,v.,盛行；占优势,hard,TOEFL
profound,/prəˈfaʊnd/,adj.,深刻的；深远的,hard,TOEFL
proliferate,/prəˈlɪfəreɪt/,v.,激增；增殖,hard,TOEFL
prominent,/ˈprɒmɪnənt/,adj.,突出的；著名的,hard,TOEFL
proportion,/prəˈpɔːʃn/,n.,比例；部分,hard,TOEFL
quantify,/ˈkwɒntɪfaɪ/,v.,量化；定量,hard,TOEFL
radical,/ˈrædɪkl/,adj.,根本的；激进的；n. 激进分子,hard,TOEFL
rational,/ˈræʃnəl/,adj.,理性的；合理的,hard,TOEFL
refute,/rɪˈfjuːt/,v.,反驳；驳斥,hard,TOEFL
reinforce,/ˌriːɪnˈfɔːs/,v.,加强；强化,hard,TOEFL
relevant,/ˈreləvənt/,adj.,相关的；切题的,hard,TOEFL
reliable,/rɪˈlaɪəbl/,adj.,可靠的；可信赖的,hard,TOEFL
resemble,/rɪˈzembl/,v.,像；类似于,hard,TOEFL
resilient,/rɪˈzɪliənt/,adj.,有韧性的；能恢复的,hard,TOEFL
rigorous,/ˈrɪɡərəs/,adj.,严格的；严谨的,hard,TOEFL
scenario,/səˈnɑːriəʊ/,n.,情景；方案,hard,TOEFL
sediment,/ˈsedɪmənt/,n.,沉淀物；沉积物,hard,TOEFL
significant,/sɪɡˈnɪfɪkənt/,adj.,重要的；显著的,hard,TOEFL
simulate,/ˈsɪmjuleɪt/,v.,模拟；仿真,hard,TOEFL
sole,/səʊl/,adj.,唯一的；单独的；n. 鞋底,hard,TOEFL
sophisticated,/səˈfɪstɪkeɪtɪd/,adj.,复杂精密的；老练的,hard,TOEFL
speculate,/ˈspekjuleɪt/,v.,推测；投机,hard,TOEFL
spontaneous,/spɒnˈteɪniəs/,adj.,自发的；自然的,hard,TOEFL
stability,/stəˈbɪləti/,n.,稳定；稳固,hard,TOEFL
stimulate,/ˈstɪmjuleɪt/,v.,刺激；激励,hard,TOEFL
subsequent,/ˈsʌbsɪkwənt/,adj.,随后的；后来的,hard,TOEFL
substantial,/səbˈstænʃl/,adj.,大量的；实质的,hard,TOEFL
subtle,/ˈsʌtl/,adj.,微妙的；敏锐的；精细的,hard,TOEFL
sufficient,/səˈfɪʃnt/,adj.,足够的；充分的,hard,TOEFL
superb,/suːˈpɜːb/,adj.,极好的；出色的,hard,TOEFL
supplement,/ˈsʌplɪmənt/,n.,补充；增刊；v. 补充,hard,TOEFL
surpass,/səˈpɑːs/,v.,超过；超越,hard,TOEFL
susceptible,/səˈseptəbl/,adj.,易受影响的；敏感的,hard,TOEFL
sustain,/səˈsteɪn/,v.,维持；支撑；遭受,hard,TOEFL
terrestrial,/təˈrestriəl/,adj.,陆地的；地球的,hard,TOEFL
theoretical,/ˌθɪəˈretɪkl/,adj.,理论的,hard,TOEFL
trace,/treɪs/,v.,追踪；追溯；n. 痕迹,hard,TOEFL
transform,/trænsˈfɔːm/,v.,转变；改造,hard,TOEFL
transition,/trænˈzɪʃn/,n.,过渡；转变,hard,TOEFL
ultimately,/ˈʌltɪmətli/,adv.,最终；归根结底,hard,TOEFL
underlying,/ˌʌndəˈlaɪɪŋ/,adj.,潜在的；根本的,hard,TOEFL
undermine,/ˌʌndəˈmaɪn/,v.,削弱；逐渐损害,hard,TOEFL
unique,/juˈniːk/,adj.,独特的；独一无二的,hard,TOEFL
utilize,/ˈjuːtəlaɪz/,v.,利用,hard,TOEFL
vary,/ˈveəri/,v.,变化；不同,hard,TOEFL
versatile,/ˈvɜːsətaɪl/,adj.,多才多艺的；多用途的,hard,TOEFL
vulnerable,/ˈvʌlnərəbl/,adj.,脆弱的；易受伤的,hard,TOEFL
whereas,/ˌweərˈæz/,conj.,然而；鉴于,hard,TOEFL
